TRKJ2-1-6-001,お手洗い,bathroom,n,n,,
TRKJ2-1-6-002,運転する,drive,n,n,,
TRKJ2-1-6-003,信じる,believe ,n,n,believe in myself,自分自身を信じる
TRKJ2-1-6-004,…できる,be able to…,n,n,,
TRKJ2-1-6-005,…を誇りに思う,be proud of…,n,n,I'm proud of my son,私は息子を誇りに思う
TRKJ2-1-6-006,誰か他の人,someone else,n,n,Ask someone else,誰か他の人に頼んでくれ
TRKJ2-1-6-007,かなり,pretty,n,n,pretty busy,かなり忙しい
TRKJ2-1-6-008,近所,neighborhood,n,n,in the neighborhood,近所で
TRKJ2-1-6-009,閉める,close,n,n,,
TRKJ2-1-6-010,馬鹿げた,crazy,n,n,a crazy idea,馬鹿げた考え
TRKJ2-1-6-011,（人）が驚いたことには,to one's surprise,n,n,,
TRKJ2-1-6-012,客,customer,n,n,a regular customer,常連客
TRKJ2-1-6-013,賞を取る,win a prize,n,n,,
TRKJ2-1-6-014,真面目な、深刻な,serious,n,n,a serious problem,深刻な問題
TRKJ2-1-6-015,幸運にも,fortunately,n,n,,
TRKJ2-1-6-016,マス（鱒）,trout,n,n,trout fishing,マス釣り
TRKJ2-1-6-017,平和,peace,n,n,bring peace to the world,世界に平和をもたらす
TRKJ2-1-6-018,対話、会話,dialog,n,n,a short dialog,短い対話
TRKJ2-1-6-019,そうしたいのはやまやまですが,"I'd love to, but",n,n,"I'd love to, but I can't go out today",そうしたいのだけれど、今日はでかけられないんだ
TRKJ2-1-6-020,混雑した,crowded,n,n,a crowded train,混雑した電車
TRKJ2-1-6-021,うわさ,rumor,n,n,hear a rumor about him,彼に関するうわさを聞く
TRKJ2-1-6-022,日の出,sunrise,n,n,,
TRKJ2-1-6-023a,…を心配する,worry about,n,n,worry about his future,彼の将来を心配する
TRKJ2-1-6-024,保育園,nursery school,n,n,,
TRKJ2-1-6-025,女優,actress,n,n,,
TRKJ2-1-6-026,傘,umbrella,n,n,,
TRKJ2-1-6-027,寮,dormitory,n,n,,
TRKJ2-1-6-028,食事,meal,n,n,have a meal,食事を取る
TRKJ2-1-6-029,衣装、服装,costume,n,n,,
TRKJ2-1-6-030,逃げる、逃れる,escape,n,n,,
TRKJ2-1-6-031,面白い、変な,funny,n,n,,
TRKJ2-1-6-032,…である[する、した]者,the one who,n,n,I'm the one who is wrong,悪いのは私だ
TRKJ2-1-6-033,秘密,secret,n,n,keep secret,秘密を守る
TRKJ2-1-6-034,照れ屋の,shy,n,n,,
TRKJ2-1-6-035,名前をつける,name,n,n,a boy named Naoaki,直彬という名の少年
TRKJ2-1-6-036,恥ずかしい,embarrassed,n,n,be embarrassed about…,…を恥ずかしがる
TRKJ2-1-6-037,事故,accident,n,n,,
TRKJ2-1-6-038,怒った,angry,n,n,He gets angry,彼は怒っている
TRKJ2-1-6-039,ひどい,terrible,n,n,a terrible mistake,ひどい間違い
TRKJ2-1-6-040,ショックを受けた,shocked,n,n,I was shocked by her death,私は彼女の死にショックを受けた
TRKJ2-1-6-041,謝る,apologize,n,n,You should apologized to Kanta for breaking his toy,あなたはおもちゃを壊したことを幹太に謝るべきだ
TRKJ2-1-6-042,許す,forgive,n,n,I'll never forgive you,お前を決して許しはしない
TRKJ2-1-6-043,間違える,make a mistake,n,n,make a serious mistake,ひどい間違いをする
TRKJ2-1-6-044,失望させる,disappoint,n,n,be disappointed in[at/by]…,…に失望する
TRKJ2-1-6-045,絶対に,absolutely,n,n,absolutely impossible,絶対に不可能な
TRKJ2-1-6-046,憎む,hate,n,n,I hate you,お前なんて嫌いだ
TRKJ2-1-6-047,必需品,must,n,n,The book is a must for students,この本は学生には必読の本だ
TRKJ2-1-6-048,嫌う,dislike,n,n,,
TRKJ2-1-6-049,まったく…ない,just…not,n,n,,
TRKJ2-1-6-050,…かどうか,whether…,n,n,whether A or B,AかB
TRKJ2-1-6-051,数学,math,n,n,,
TRKJ2-1-6-052,科学,science,n,n,,
TRKJ2-1-6-053,…に夢中になる,be into…,n,n,Naoaki is really into Minecraft,直彬はマイクラに夢中だ
TRKJ2-1-6-054,小学校,elementary school,n,n,enter elementary school,小学校に入学する
TRKJ2-1-6-055,参加する,join,n,n,join a club,クラブに参加する
TRKJ2-1-6-056,ぶらつく,hang out,n,n,I hang out with friends,友達とぶらつく
TRKJ2-1-6-057,怠けた,lazy,n,n,,
TRKJ2-1-6-058,まったく…ない,simply…not,n,n,,
TRKJ2-1-6-059,努力する,make an effort,n,n,,
TRKJ2-1-6-060,そのうち、近いうちに,one of these days,n,n,She will quit her job one of these days,彼女はそのうち仕事をやめるだろう
TRKJ2-1-6-061,幸運を祈る,keep one's finger crossed,n,n,,
TRKJ2-1-6-062,守る,defend,n,n,,
TRKJ2-1-6-063,打つ、放つ,shoot,n,n,shoot gun,銃を撃つ
TRKJ2-1-6-064,臭い,stinky,n,n,stinky socks,臭い靴下
TRKJ2-1-6-065,損害を与える,damage,n,n,A cigarette damage your health,たばこは健康を害す
TRKJ2-1-6-066,肌,skin,n,n,,
TRKJ2-1-6-067,目が見えない,blind,n,n,go blind,目が見えなくなる
TRKJ2-1-6-068,化学物質,chemical,n,n,a dangerous chemical,危険な化学物質
TRKJ2-1-6-069,分解する,break down,n,n,break down oils,油を分解する
TRKJ2-1-6-070,まったく…ない,not…at all,n,n,,
TRKJ2-1-6-071,実際は,in fact,n,n,,
TRKJ2-1-6-072,…することができない,be unable to,n,n,,
TRKJ2-1-6-073,危険な,dangerous,n,n,,
