TRKJ2-1-7-001,ピクニックに行く,go on a picnic,n,n,Let's go on a picnic,ピクニックへいこうよ
TRKJ2-1-7-002,成功する,succeed,n,n,I succeed in losing weight,体重を減らすのに成功した
TRKJ2-1-7-003,失敗する,fail,n,n,fail a course,科目で単位を落とす
TRKJ2-1-7-004,…し続ける,keep on ,n,n,I keepon dreaming,夢を見続ける
TRKJ2-1-7-005,タバコを吸う,smoke,n,n,,
TRKJ2-1-7-006,住所,address,n,n,Write down your new adress,新しい住所を書いてください
TRKJ2-1-7-007,尊敬する,respect,n,n,Respect your parents,両親を尊敬しなさい
TRKJ2-1-7-008,立場,place,n,n,in your place,あなたの立場で
TRKJ2-1-7-009,連絡をとる,reach,n,n,I reached him on the phone,彼と電話で連絡をとった
TRKJ2-1-7-010,ひどい,terrible,n,n,,
TRKJ2-1-7-011,すぐに,right away,n,n,,
TRKJ2-1-7-012,ピエロ,clown,n,n,,
TRKJ2-1-7-013,綱渡りのロープ,high wire,n,n,,
TRKJ2-1-7-014,怖い,scary,n,n,a scary movie,怖い映画
TRKJ2-1-7-015,ボタン,button,n,n,,
TRKJ2-1-7-016,警告,warning,n,n,,
TRKJ2-1-7-017,くじ,lottery,n,n,win a lottery,くじが当たる
TRKJ2-1-7-018,咳,cough,n,n,,
TRKJ2-1-7-019,正確な,exact,n,n,the exact meaning,正確な意味
TRKJ2-1-7-020,台風,typhoon,n,n,,
TRKJ2-1-7-021,牛,cow,n,n,,
TRKJ2-1-7-022,めったに…ない,rarely,n,n,I rarely see him,めったに彼にあわない
TRKJ2-1-7-023,気を付ける,watch out,n,n,,
TRKJ2-1-7-024,転ぶ,fall over,n,n,fall over something,何かにつまづく
TRKJ2-1-7-025,…に満足している,be happy with,n,n,I'm happy with the result,結果には満足している
TRKJ2-1-7-026,異星人、異邦人,alien,n,n,,
TRKJ2-1-7-027,戦う,fight,,,fight poverty,貧困と戦う
TRKJ2-1-7-028,隠す、隠れる,hide,n,n,I've got nothing to hide,隠し事はありません
TRKJ2-1-7-029,費やす、過ごす,spend,n,n,I spend two hours doing my homework,宿題をやるのに2時間かける
TRKJ2-1-7-030,文化、教養,culture,n,n,,
TRKJ2-1-7-031,惑星,planet,n,n,,
TRKJ2-1-7-032,宇宙,space,n,n,,
TRKJ2-1-7-033,鼓舞する、（発奮させる）,inspire,n,n,The leader inspired us a lot,リーダは我々を非常に鼓舞した
TRKJ2-1-7-034,現実のものとなる,become reality,n,n,His dream finally became reality,とうとう彼の夢は実現した
TRKJ2-1-7-035,裕福な,wealthy,n,n,,
TRKJ2-1-7-036,研究者,reseacher,n,n,,
TRKJ2-1-7-037,科学者,scientist,n,n,,
TRKJ2-1-7-038,宇宙飛行士,astronaut,n,n,,
TRKJ2-1-7-039,商業的な,commercial,n,n,for a commercial reason,商業的な理由で
TRKJ2-1-7-040,安い,cheep,n,n,,
TRKJ2-1-7-041,値段,price,n,n,,
TRKJ2-1-7-042,費用がかかる,cost,n,n,How much does the coat cost?,このコートはいくらですか
TRKJ2-1-7-043,大変な、やっかいな,tough,n,n,a tough question,やっかいな質問
TRKJ2-1-7-045,賭け事をする,gamble,n,n,gamble on the horse,競馬でかける
TRKJ2-1-7-046,賞を取る,win a prize,n,n,,
TRKJ2-1-7-047,贅沢,luxury,n,n,live a life of luxury,贅沢な生活を送る
TRKJ2-1-7-048,高価な,expensive,n,n,the most expensive hotel,最も高価なホテル
TRKJ2-1-7-049,無駄にする,waste,n,n,waste money,金を無駄使いする
TRKJ2-1-7-050,安全,safety,n,n,for safety reason,安全上の理由で
TRKJ2-1-7-051,預金する,put…in the bank,n,n,put money in the bank,預金する
TRKJ2-1-7-052,…を大切に扱う,be careful with,n,n,be careful with something,物を大切に扱う
TRKJ2-1-7-053,緊急時,emergency,n,n,in an emergency,緊急時に、いざというときに
TRKJ2-1-7-054,費用,expense,n,n,pay expense,費用を支払う
TRKJ2-1-7-055,ローン,loan,n,n,pay a loan,ローンを払う
TRKJ2-1-7-056,におい,odor,n,n,the odor of soap,石鹸のにおい
TRKJ2-1-7-057,気分がすぐれない,unwell,n,n,feel unwell,体調がすぐれない
TRKJ2-1-7-058,食欲,appetite,n,n,have a good appetite,食欲がある
TRKJ2-1-7-059,そろそろ…する時間だ,It is about time to,n,n,It's about time to go to bed,そろそろ寝る時間ですよ
