TRKJ2-1-7-001,出席する,attend,n,n,,
TRKJ2-1-7-002,本当に,really,n,n,That really happened ,それは本当に起こった
TRKJ2-1-7-003,ダイエットする,go on a diet,n,n,,
TRKJ2-1-7-004,望む,hope,n,n,,
TRKJ2-1-7-005,うまくいく,go well,n,n,I hope everything go well,すべてうまくいくといいな
TRKJ2-1-7-006,すみませんが,I'm afraid ,n,n,I'm afraid I can't,すみませんが、私はできません
TRKJ2-1-7-007,のどが渇いた,thirsty,n,n,I'm really thirsty,とてものどが渇いています
TRKJ2-1-7-008,飛行,flight,n,n,take a flight,飛行機に乗る
TRKJ2-1-7-009,…に遅れる,be late for,n,n,I was late for school yesterday,私は昨日学校に遅刻した
TRKJ2-1-7-010,乗る、間に合う,catch,n,n,I catch a bus,バスに乗る
TRKJ2-1-7-011,急ぐ,hurry up,n,n,,
TRKJ2-1-7-012,合格する,pass,n,n,I pass an entrance examination,入学試験に合格する
TRKJ2-1-7-013,駐車する,park,n,n,,
TRKJ2-1-7-014,約束する,promise,n,n,I can't promise anything,何も約束できない
TRKJ2-1-7-015,喧嘩する,quarrel,n,n,I quarrel with Kanta,幹太と喧嘩する
TRKJ2-1-7-016,（予想に反して）結局,after all,n,n,He didn't come after all,結局彼は来なかった
TRKJ2-1-7-017,できるだけ早く,as soon as possible,n,n,,
TRKJ2-1-7-018,折り返し電話する,call back,n,n,I'll call you back,折り返し電話します。
TRKJ2-1-7-019,許す,forgive,n,n,I'll never forgive her,私は彼女を決して許さないだろう
TRKJ2-1-7-020,やせる,lose weight,n,n,You should lose weight,あなたはやせるべきだ
TRKJ2-1-7-021,景色,view,n,n,,
TRKJ2-1-7-022,ささやく,whisper,n,n,I whispered in his ear,私は彼にささやいた
TRKJ2-1-7-023,噛みつく,worry about,n,n,,
TRKJ2-1-7-024,カーテン,bite,n,n,,
TRKJ2-1-7-025,活動的な,active,n,n,,
TRKJ2-1-7-026,最初のうちは,at first,n,n,At first I thought she was my teacher,最初は、彼女が私の先生だと考えていた
TRKJ2-1-7-027,芸をする,do a trick,n,n,,
TRKJ2-1-7-028,飛行機を操縦する,fly a plane,n,n,,
TRKJ2-1-7-029,並んで,in line,n,n,I had to wait in line for the ticket,私はそのチケットを取るために並ばなければならなかった
TRKJ2-1-7-030,大好きな。お気に入りの,favorite,n,n,,
TRKJ2-1-7-031,…がない,clear of,n,n,I'm clear of debt,私は借金がない
TRKJ2-1-7-032,怖くて…することができない,be afraid to ,n,n,I was afraid to jump from there,私は怖くてそこからおりることができなかった
TRKJ2-1-7-033,くじ,lottery,n,n,I won the lottery,くじが当たる
TRKJ2-1-7-034,おしゃべりをする,chat,n,n,,
TRKJ2-1-7-035,教授,professor,n,n,,
TRKJ2-1-7-036,殺人者,murderer,n,n,,
TRKJ2-1-7-037,逮捕する,arrest,n,n,He arrested the murderer.,彼は殺人者を逮捕した
TRKJ2-1-7-038,逃げる,run away,n,n,,
